"trackNumber","artistName","trackName","specialName","releaseDate","episodeNumber"
15,"Onova","Platitude (Original Mix)","Monster Tunes","August 30, 2007",315
16,"ASOT Radio Classic: Dutch Force","Deadline (Original Mix)","Smash Traxx","August 30, 2007",315
17,"Joop","Prominent (Original Mix)","High Contrast Recordings","August 30, 2007",315
18,"Bart Claessen","Playmo 1st Play (Original Mix)","United","August 30, 2007",315
19,"Solarstone","7 Cities (Tom Colontonio Rework)","No Label","August 30, 2007",315
20,"Dave 202","Louvre (Original Mix)","Captivating Sounds","August 30, 2007",315
1,"David West","Stuck In Friendsville (Allende Remix)","Ava Digital","September 06, 2007",316
2,"Plastic Angel","Try Walking In My World (Original Mix)","Afterglow","September 06, 2007",316
3,"Ronnie Allstar","Goodmorning Sunshine (Lemon & Einar K. Remix)","Flashover Recordings","September 06, 2007",316
4,"Cinema Bizarre","Love Songs (Kyau & Albert Remix)","Universal","September 06, 2007",316
5,"Cosmic Gate","Body Of Conflict (Extended Vocal Mix)","Maelstrom Records","September 06, 2007",316
6,"Ben Brown","Love And Solace (Topher Jones Remix)","Audio Logic","September 06, 2007",316
7,"D. Ramirez & Mark Knight","Columbian Soul (Gabriel & Dresden Remix)","Toolroom","September 06, 2007",316
8,"Future Favorite: John O’Callaghan feat. Audrey Gallagher","Big Sky (Original Mix)","Armind","September 06, 2007",316
9,"Ronski Speed feat. Julie Scott","Love All The Pain Away (Club Mix)","Euphonic","September 06, 2007",316
10,"Dan Stone","Spinal Chord (Original Remake)","Inspired Recordings","September 06, 2007",316
11,"Tune Of The Week: Markus Schulz feat. Departure","Cause You Know (Original Mix)","Coldharbour Recordings","September 06, 2007",316
12,"The Blizzard","Kalopsia (Monogato’s Filth Remix)","Armind","September 06, 2007",316
13,"Sean Tyas","Drop (Dan Reaves and Niels von Ahorn Remix)","Discover","September 06, 2007",316
14,"Tetrazone","Alphalux (Static Blue Remix)","Discover","September 06, 2007",316
15,"Rapid Eye","Circa Forever (Aly & Fila Remix)","ARVAS","September 06, 2007",316
16,"Pascal Feliz vs. U2","Beautiful Day (Original Mix)","No Label","September 06, 2007",316
17,"Dennis Sheperd","A Tribute To Life (Martin Roth Remix)","MPFS Recordings","September 06, 2007",316
18,"Re:Locate vs. Sir Adrian","Times X (Original Mix)","Armada Music","September 06, 2007",316
19,"Carlos","Alandra (Leon Bolier Remix)","Spinnin' Records","September 06, 2007",316
20,"ASOT Radio Classic: Paul Oakenfold","Southern Sun (Paul Oakenfold’s 2007 Remix)","Perfecto","September 06, 2007",316
1,"Arnej","Rendezvous (Destination Unknown)","Pilot6 Recordings","September 13, 2007",317
2,"Sied van Riel","Sigh (Original Mix)","Spinnin' Records","September 13, 2007",317
3,"Ronski Speed","Love All The Pain Away (Kyau & Albert’s Dub Mix)","Euphonic","September 13, 2007",317
4,"Martin Roth & Alex Bartlett","Off The World (Super8 & Tab Remix)","Lunatique","September 13, 2007",317
5,"Mandala Bros","Sleepwalking (Duderstadt’s Uplifting Remix)","Offshore","September 13, 2007",317
6,"Tune Of The Week: Little Kitson","Piece Of Mind (Rozza Remix)","Emalodic","September 13, 2007",317
7,"Future Favorite: The Blizzard","Kalopsia (Monogato’s Filth Remix)","Armind","September 13, 2007",317
8,"Preach","Universe (Original Mix)","FBI","September 13, 2007",317
9,"Dan Stone","Spinal Chord (Nitrous Oxide Remix)","Inspired","September 13, 2007",317
10,"W&W","Mustang (Original Mix)","Armada Music","September 13, 2007",317
11,"C.O.M.A.","Monday (Original Mix)","No Label","September 13, 2007",317
12,"Panoptic","Surface (Original Mix)","Minimal Records","September 13, 2007",317
13,"Oliver Moldan & Jerome Isma","Ae","n/a","September 13, 2007",317
14,"Starkid","Crayons (Starkid’s Scribblin’ On The Walls Mix)","Release Records","September 13, 2007",317
15,"Funk D’Void","Diabla (Funk D’Void’s Heavenly Mix)","Soma Quality Recordings","September 13, 2007",317
16,"Ultra DJ’s","Me & You (Ernesto vs. Bastian Remix)","High Contrast Recordings","September 13, 2007",317
17,"Mojado","Ethno Preacher (Original Mix)","Magik Muzik","September 13, 2007",317
18,"Ben Brown","Love And Solace (Topher Jones Remix)","Audio Logic Recordings","September 13, 2007",317
19,"Ferry Corsten","Beautiful (Original Mix)","Positiva","September 13, 2007",317
20,"Super8 & Tab","Suru (Original Mix)","Anjunabeats","September 13, 2007",317
21,"Mirco de Govia","Voller Sterne (Super8 Remix)","Euphonic","September 13, 2007",317
1,"Arnej","People Come, People Go (Original Mix)","Armada Music","September 20, 2007",318
2,"Moldan vs. Harada","Fortune Cookie (Jerome Isma","n/a","September 20, 2007",318
3,"Deadmau5","Not Exactly (Original Mix)","Mau5trap","September 20, 2007",318
4,"Armin van Buuren","The Sound Of goodbye (Simon & Shaker Remix)","Armind","September 20, 2007",318
5,"Groove Garcia","Bubblemaker (Original Mix)","Electronic Elements","September 20, 2007",318
6,"Glenn Morrison","Blue Skies With Linda (Original Mix)","Coldharbour Recordings Red","September 20, 2007",318
7,"Cellec","Love Of My Life (Arabella Remix)","KYR Records","September 20, 2007",318
8,"Estiva","Fame (Original Mix)","Enhanced Recordings","September 20, 2007",318
9,"First State vs. Anita Kelsey","Falling (Original Mix)","Blackhole Recordings","September 20, 2007",318
10,"Tune Of The Week: Kirsty Hawkshaw & Tenishia","Reasons To Forgive (The Blizzard Remix)","Armind","September 20, 2007",318
11,"Mindscope","Second Way (Original Mix)","Captivating Sounds","September 20, 2007",318
12,"Future Favorite: Ronski Speed","Love All the Pain Away (Kyau & Albert’s Dub Mix)","Euphonic","September 20, 2007",318
13,"Hibernate","Home (ADS Meets Natlife Going To Paradise Remix)","System Recordings","September 20, 2007",318
14,"Adam Nickey","Never Gone (Above & Beyond Respray)","Anjunabeats","September 20, 2007",318
15,"Martin Roth & Alex Bartlett","Off The World (Super8 & Tab Remix)","Vandit Records","September 20, 2007",318
16,"Absolute","Ly (Original Mix)","ASOT","September 20, 2007",318
17,"Denga & Manus","Dimensions (Original Mix)","ASOT","September 20, 2007",318
18,"Dan Stone","Road Test (Signum Remix)","Red Force Recordings","September 20, 2007",318
19,"Adam White feat. Stacey Kitson","Piece Of Mind (Rozza Remix)","Emalodic","September 20, 2007",318
20,"Sebastian Brandt","So Cold (Original Mix)","ASOT","September 20, 2007",318
21,"ASOT Radio Classic: Sasha","Xpander (Original Mix)","Ultra Records","September 20, 2007",318
1,"Snow Patrol","Shut Your Eyes (First State Remix)","No Label","September 27, 2007",319
2,"Probspot","Stalker (Fine Taste Remix)","Curvve Recordings","September 27, 2007",319
3,"Armin van Buuren","The Sound Of Goodbye (Simon & Shaker Remix)","Armind","September 27, 2007",319
4,"Jody Wisternoff","Starstrings (Original Mix)","Dirty Soul Records","September 27, 2007",319
5,"Lustral","In My Life (Mat Zo Remix)","Baroque Records","September 27, 2007",319
6,"Markus Schulz feat. Departure","Cause You Know (Original Mix)","Coldharbour Recordings","September 27, 2007",319
7,"Paul van Dyk & Starkillers & Austin Leeds feat. Ashley Tomberlin","New York City (Original Mix)","Vandit / Positiva","September 27, 2007",319
8,"David West & Inkfish","Under The Influence (Original Mix)","West Recordings","September 27, 2007",319
9,"Future Favorite: Kirsty Hawkshaw & Tenishia","Reasons To Forgive (The Blizzard Remix)","Armind","September 27, 2007",319
10,"Delerium feat. Leigh Nash","Innocente (Sequentia’s Late At Night Mix)","No Label","September 27, 2007",319
11,"Bissen","Reveal (Original Mix)","Discover Digital","September 27, 2007",319
12,"Anguilla Project","Sands Of Sahara (Original Mix)","Conspiracy Recordings","September 27, 2007",319
13,"Marninx","Pure Sense (Original Mix)","Conspiracy Recordings","September 27, 2007",319
14,"Randy Boyer & Eric Tadla","Stemcell (Nisoma Mix)","Flashover Recordings","September 27, 2007",319
15,"Tune Of The Week: Absolute","Dolphins Cry (Original Mix)","ASOT","September 27, 2007",319
16,"Adam Nickey","Never Gone (Above & Beyond Respray)","Anjunabeats","September 27, 2007",319
17,"W&W","Mustang (Original Mix)","Captivating Sounds","September 27, 2007",319
18,"Ronald van Gelderen","Dirty Rocker (Original Mix)","High Contast Recordings","September 27, 2007",319
19,"Leon Bolier","Further Instructions (Original Mix)","Spinnin' Records","September 27, 2007",319
20,"ASOT Radio Classic: Airscape","L’esperanza (Armin van Buuren Remix)","Xtravaganza","September 27, 2007",319
1,"The Delta Rock Duo","Beta Receptor (M.I.K.E.’s Undergroove Remix)","Electronic Elements","October 04, 2007",320
2,"Blake Jarrell","Animal (Original Mix)","Electronic Elements","October 04, 2007",320
3,"Moldan vs. Harada","Fortune Cookie (Jerome Isma","n/a","October 04, 2007",320
4,"Future Favorite: Paul van Dyk & Starkillers & Austin Leeds feat. Ashley Tomberlin","New York City (Original Mix)","Vandit / Positiva","October 04, 2007",320
5,"Mark Norman","Niagara (Original Mix)","Blackhole Recordings","October 04, 2007",320
6,"Ohmna","The Sun Will Shine (Full Moon Remix)","Cyber Records","October 04, 2007",320
7,"Maor Levi","Shapes (Oliver Smith Remix)","Anjunabeats","October 04, 2007",320
8,"Erik de Koning","Dream Flight (Original Mix)","ASOT","October 04, 2007",320
9,"Dallas Superstars vs. DJ Orkidea","Revolution (Original Mix)","Unity Records","October 04, 2007",320
10,"Peter Martijn Wijnia","Not The End (Original Mix)","Conspiracy Recordings","October 04, 2007",320
11,"Nitrous Oxide","Amnesia (Original Mix)","Anjunabeats","October 04, 2007",320
12,"Sequentia pres. Sunshade","City Of Glass (Original Mix)","Conspiracy Recordings","October 04, 2007",320
13,"Tune Of The Week: B.E.N. vs. Digital Nature feat. Brandon A. Godfrey","Save Me God (Orjan Nilsen Remode)","Total Digital Recordings","October 04, 2007",320
14,"4 Strings","Catch A Fall (Original Mix)","Spinnin' Records","October 04, 2007",320
15,"Arrival & Fonarev feat. Lika Star","Kazantip 2007 (Sean Tyas Remix)","Diamond Records","October 04, 2007",320
16,"Kirsty Hawkshaw & Tenishia","Reasons To Forgive (The Blizzard Remix)","Armind","October 04, 2007",320
17,"D","Factor","n/a","October 04, 2007",320
18,"Sebastian Brandt","So Cold (Original Mix)","ASOT","October 04, 2007",320
19,"ASOT Radio Classic: OceanLab","Clear Blue Water (Ferry Corsten Remix)","Captivating Sounds","October 04, 2007",320
1,"Dobenbeck","Please Don’t Go (Chris Reece Remix)","Sirup","October 11, 2007",321
2,"Marcel Woods","New Feeling (Nic Chagall Remix)","High Contrast Recordings","October 11, 2007",321
3,"Glenn Morrison","Circles (Original Mix)","Pilot 6 Recordings","October 11, 2007",321
4,"Lustral","In My Life (Mat Zo’s Dub Mix)","Baroque Recordings","October 11, 2007",321
5,"The Thrillseekers","By Your Side (Mind One Remix)","Adjusted Recordings","October 11, 2007",321
6,"Snow Patrol","Shut Your Eyes (First State Remix)","No Label","October 11, 2007",321
7,"Tune Of The Week: Shawn Mitiska feat. Jaren","Silently (Topher Jones Remix)","Cloud 9 Dance","October 11, 2007",321
8,"Adam White feat. Stacey Kitson","Piece Of Mind (Rozza Remix)","Emalodic Recordings","October 11, 2007",321
9,"Santiago Nino and Damien Heck feat. Antonia Lucas","Red Sky (Duderstadt’s Dub Mix)","Vandit Records","October 11, 2007",321
10,"Future Favorite: Maor Levi","Shapes (Oliver Smith Remix)","Anjunabeats","October 11, 2007",321
11,"Alex M.O.R.P.H. & Woody van Eyden pres. Lexwood","I Love Trance (Temple One Remix)","Fenology Recordings","October 11, 2007",321
12,"Moonforce & Mark Versluis feat. Sunstate","Forgotten Freedom (Sequentia Remix)","Alter Ego Pure","October 11, 2007",321
13,"DJ Fire","Rendez Vouz (Original Mix)","Banshee","October 11, 2007",321
14,"4 Strings","Catch A Fall (Original Mix)","Spinnin' Records","October 11, 2007",321
15,"Lost Witness feat. Tiff Lacey","Home (Natlife Lost Remix)","Nebula","October 11, 2007",321
16,"Bissen","Quicksand (Joint Operation Centre Remix)","ASOT","October 11, 2007",321
17,"Martin Roth & Alex Bartlett","Off The World (Super8 & Tab Remix)","Lunatique","October 11, 2007",321
18,"D. Ramirez & Mark Knight","Colombian Soul (Gabriel & Dresden’s Tuscan Soul Reconstruction)","Toolroom Recordings","October 11, 2007",321
19,"Heatbeat","Protoculture (Randy Boyer Remix)","Istmo Music","October 11, 2007",321
20,"ASOT Radio Classic: Gat Decor","Passion (Original Mix)","Addictive","October 11, 2007",321
1,"Lange feat. Sarah Howells","Out Of The Sky (Original Mix)","Newstate Recordings","October 18, 2007",322
2,"Hybrid","Finished Symphony (Deadmau5 Remix)","Distinctive","October 18, 2007",322
3,"Johan Gielen","Okinawa Sunset (Andy Duguid Remix)","Blackhole Recordings","October 18, 2007",322
4,"Dobenbeck","Please Dont Go (Chris Reece Remix)","Sirup","October 18, 2007",322
5,"Tenthu","Essencia (Capsula Remix)","KYR Records","October 18, 2007",322
6,"Breakfast","The Horizon (Original Mix)","Flashover Recordings","October 18, 2007",322
7,"Shawn Mitiska feat. Jaren","Silently (Topher Jones Remix)","Baroque Records","October 18, 2007",322
8,"Peter Martijn Wijnia","Not The End (Original Mix)","Conspiracy Recordings","October 18, 2007",322
9,"Agnelli & Nelson","Sleeping In Airports (Original Mix)","Coldharbour Recordings","October 18, 2007",322
10,"Mike Koglin & Mark Pledger","All The Way (Nick Larson Remix)","Anjunabeats","October 18, 2007",322
11,"Robert Nickson","5th Dimension (Daniel Kandi Remix)","Armada Music","October 18, 2007",322
12,"John O’Callaghan pres. Mannix","Dream On (Anguilla Project Remix)","ASOT","October 18, 2007",322
13,"Future Favorite: Lost Witness feat. Tiff Lacey","Home (Natlife Lost Remix)","W.O.T.! Records","October 18, 2007",322
14,"Sebastian Brandt","Technology (Daniel Kandi’s Darker Remix)","Armada Music","October 18, 2007",322
15,"Tune Of The Week: M6","Destination 6 (Original Mix)","Octavius","October 18, 2007",322
16,"Bissen","Quicksand (Joint Operations Centre Remix)","ASOT","October 18, 2007",322
17,"B.E.N. vs. Digital Nature feat. Brandon A. Godfrey","Save Me God (Orjan Nilsen Remode)","Total Digital Recordings","October 18, 2007",322
18,"Graham Gold","Glorified (Original Mix)","Flux Delux","October 18, 2007",322
19,"ASOT Radio Classic: Solarstone","Solarcoaster (Midway Remix)","Armada Digital","October 18, 2007",322
1,"John O’Callaghan feat. Audrey Gallagher","Big Sky (Intro Mix)","Armind","October 25, 2007",323
2,"George Acosta","Falling Backwards (Vast Vision Remix)","No Label","October 25, 2007",323
3,"Re","Ward","n/a","October 25, 2007",323
4,"Lange feat. Sarah Ozelle","Maybe Tomorrow (Original Mix)","Maelstrom Records","October 25, 2007",323
5,"Future Favorite: Breakfast","The Horizon (Original Mix)","Flashover Recordings","October 25, 2007",323
6,"Tune Of The Week: Galen Behr vs. Hydroid","Shift Of The Ages (Original Mix)","Yakuza","October 25, 2007",323
7,"Alex M.O.R.P.H. & Woody van Eyden pres. Lexwood","I Love Trance (Activa Airflow Remix)","Fenology Records","October 25, 2007",323
8,"4 Strings","Catch A Fall (Original Mix)","Spinnin' Records","October 25, 2007",323
9,"Dazzle","Chaos Theory (Original Mix)","Soundpiercing","October 25, 2007",323
10,"D","Factor","n/a","October 25, 2007",323
11,"Paul van Dyk & Starkillers & Austin Leeds feat. Ashley Tomberlin","New York City (Original Mix)","Vandit / Positiva","October 25, 2007",323
12,"First State vs. Anita Kelsey","Falling (Original Mix)","Blackhole Recordings","October 25, 2007",323
13,"Hybrid","Finished Symphony (Deadmau5 Remix)","Distinctive","October 25, 2007",323
14,"Deadmau5","Arguru (Original Mix)","Songbird","October 25, 2007",323
15,"Peter Martijn Wijnia","Not The End (Original Mix)","Conspiracy Recordings","October 25, 2007",323
16,"The Blizzard","Kalopsia (Original Mix)","Armind","October 25, 2007",323
17,"The Doppler Effect","Beauty Hides In The Deep (John O’Callaghan Remix)","Armada Music","October 25, 2007",323
18,"Onova","Platitude (Original Mix)","Monster Tunes","October 25, 2007",323
19,"Armin van Buuren","The Sound Of Goodbye (Nic Chagall’s Drumbeats Edit)","Armind","October 25, 2007",323
20,"M6","Destination 6 (Original Mix)","Octavius","October 25, 2007",323
21,"Bissen","Quicksand (Joint Operations Centre Remix)","ASOT","October 25, 2007",323
22,"Dave 202","Louvre (Original Mix)","Captivating Sounds","October 25, 2007",323
23,"W&W","Mustang (Original Mix)","Armada Music","October 25, 2007",323
1,"Marcus Schossow","Swedish Beatballs (Original Mix)","Coldharbour Recordings Red","November 01, 2007",324
2,"Sunlounger feat. Zara","Crawling (DJ Shah Rework)","Armada","November 01, 2007",324
3,"Junkie XL","More (Matthew Dekay Remix)","Toolroom Records","November 01, 2007",324
4,"Moonbeam","See The Difference Inside (Inside Mix)","Blackhole Recordings","November 01, 2007",324
5,"George Acosta","Falling Backwards (Vast Vision Remix)","No Label","November 01, 2007",324
6,"Tune Of The Week: Tranquility Base","Buzz (Original Mix)","Anjunabeats","November 01, 2007",324
7,"Abstract Vision","Hurricane (Rest Point’s Touch The Sky Remix)","Defcon Records","November 01, 2007",324
8,"Peter Martijn Wijnia vs. DJ Shah feat. Adrina Thorpe","Not The End vs. Who Will Find Me (Accapella)","No Label","November 01, 2007",324
9,"Lange","Songless (Boy Hagemann Remix)","Maelstrom Records","November 01, 2007",324
10,"Deep Voices","Your Picture (Robert Nickson Remix)","Combined Forces","November 01, 2007",324
11,"Future Favorite: Galen Behr vs. Hydroid","Shift Of The Ages (Original Mix)","Yakuza","November 01, 2007",324
12,"Breakfast","The Horizon (Original Mix)","Flashover Recordings","November 01, 2007",324
13,"Rest Point","Super String Theory (Original Mix)","Tranceport","November 01, 2007",324
14,"Andy Blueman","Nyctalopia (Onova Remix)","Perceptive Recordings","November 01, 2007",324
15,"Above & Beyond","Home (Stoneface & Terminal Remix)","Euphonic","November 01, 2007",324
16,"Arrival & Fonarev feat. Lika Star","Kazantip 2007 (Sean Tyas Remix)","Diamond Records","November 01, 2007",324
17,"The Blizzard vs. Kirsty Hawkshaw & Tenishia","Reasons To Forgive Kalopsia (The Blizzard’s Club Mash","n/a","November 01, 2007",324
